namespace,nombre,patrón,vista,archivo:línea,categoría,plantilla,kwargs,selenium,pruebas
,feedback,/index/feedback,presentation.views.FeedbackView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:106,pagina,feedback/feedbackentry_form.html,,0,1
,check_ok,/index/check_ok,presentation.check_system.do_checks,src/presentation/check_system.py:4,infra,,,0,0
,error_view,/index/error,presentation.views.error_view,src/presentation/views.py:330,pagina,error_view.html,,1,0
auth_and_perms,select_organization_by_user,/perms/organizations/,auth_and_perms.views.select_organization.select_organization_by_user,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:6,pagina,auth_and_perms/select_organization.html,,1,1
auth_and_perms,api-rol-list,/perms/api/^rol/$,auth_and_perms.api.viewsets.RolAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
auth_and_perms,api-rol-detail,/perms/api/^rol/(?P<pk>[^/.]+)/$,auth_and_perms.api.viewsets.RolAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
auth_and_perms,api-rolbyorg-detail,/perms/api/^profilepermissionrol/(?P<pk>[^/.]+)/$,auth_and_perms.api.viewsets.UpdateRolOrganizationProfilePermission,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
auth_and_perms,api-prolaborg-list,/perms/api/^profilelaborgrol/$,auth_and_perms.api.viewsets.UserLaboratoryOrganization,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
auth_and_perms,api-userinorg-list,/perms/api/^profileinorgrol/$,auth_and_perms.api.viewsets.UserInOrganization,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
auth_and_perms,api-userinorg-inerit-profile,/perms/api/^profileinorgrol/inerit_profile/$,auth_and_perms.api.viewsets.UserInOrganization,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-extuserinorg-list,/perms/api/^extuserinorgrol/$,auth_and_perms.api.viewsets.ExternalUserToOrganizationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-extuserinorg-detail,/perms/api/^extuserinorgrol/(?P<org_pk>[^/.]+)/$,auth_and_perms.api.viewsets.ExternalUserToOrganizationViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk,0,0
auth_and_perms,api-deluserorgcontt-list,/perms/api/^deluserorgcontt/$,auth_and_perms.api.viewsets.DeleteUserFromContenttypeViewSet,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
auth_and_perms,api-relusertocontenttype-list,/perms/api/^relusertocontenttype/$,auth_and_perms.api.viewsets.ProfileToContenttypeObjectAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
auth_and_perms,api-searchshelfobjectorg-list,/perms/api/^searchshelfobjectorg/$,auth_and_perms.api.viewsets.SearchShelfObjectOrganization,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,1
auth_and_perms,api-userlist-list,/perms/api/^userlist/$,auth_and_perms.api.viewsets.UserListViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-userlist-detail-template,/perms/api/^userlist/detail_template/$,auth_and_perms.api.viewsets.UserListViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-userlist-detail,/perms/api/^userlist/(?P<pk>[^/.]+)/$,auth_and_perms.api.viewsets.UserListViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
auth_and_perms,api-userlist-get-values-for-update,/perms/api/^userlist/(?P<pk>[^/.]+)/get_values_for_update/$,auth_and_perms.api.viewsets.UserListViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,pk,0,0
auth_and_perms,api-laborglist-list,/perms/api/^laborglist/$,auth_and_perms.api.viewsets.LaboratoryOrganizationViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-orglablist-list,/perms/api/^orglablist/$,auth_and_perms.api.viewsets.OrganizationLaboratoryViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-laborgroles-list,/perms/api/^laborgroles/$,auth_and_perms.api.viewsets.LaboratoryOrganizationRoles,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,,0,0
auth_and_perms,api-userroles-roles-in-laboratory,/perms/api/^userroles/roles-in-laboratory/(?P<user_pk>[^/.]+)/$,auth_and_perms.api.viewsets.UserRoles,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,user_pk,0,0
auth_and_perms,api-userroles-roles-in-organization,/perms/api/^userroles/roles-in-organization/(?P<user_pk>[^/.]+)/$,auth_and_perms.api.viewsets.UserRoles,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,user_pk,0,0
auth_and_perms,change_to_impostor,/perms/switch_user/<int:org_pk>/<int:pk>,auth_and_perms.views.impostor.add_user_impostor,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:17,accion,,org_pk|pk,0,0
auth_and_perms,remove_impostor,/perms/end_switch_user,auth_and_perms.views.impostor.remove_impostor,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:66,accion,,,0,0
auth_and_perms,login_with_bccr,/perms/login_bccr,auth_and_perms.views.fva_rest_authentication.login_with_bccr,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:36,json,,,0,0
auth_and_perms,check_signature_window_status_register,/perms/registration/digitalsignature/checkstatus,auth_and_perms.views.fva_rest_authentication.check_signature_window_status_register,src/auth_and_perms/views/fva_rest_authentication.py:119,json,,,0,0
auth_and_perms,show_qr_img,/perms/totp/img/<int:pk>/,auth_and_perms.views.user_org_creation.show_QR_img,src/auth_and_perms/views/user_org_creation.py:235,descarga,,pk,0,0
auth_and_perms,organizationManager,/perms/organization/manage/,auth_and_perms.views.organizationstructure.organization_manage_view,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:52,pagina,auth_and_perms/list_organizations.html,,1,1
auth_and_perms,map_of_laboratories,/perms/<int:org_pk>/organization/map/laboratories/,auth_and_perms.views.select_organization.map_of_laboratories_view,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:15,pagina,auth_and_perms/map_of_laboratories.html,org_pk,0,0
auth_and_perms,addusersorganization,/perms/organization/manage/addusersorganization/<int:pk>/,auth_and_perms.views.organizationstructure.add_users_organization,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:139,descarga,,pk,0,1
auth_and_perms,add_user,/perms/organization/manage/users/add/<int:pk>/,auth_and_perms.views.organizationstructure.AddUser,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,auth/user_form.html,pk,0,1
auth_and_perms,add_rol_by_laboratory,/perms/organization/manage/rols/add/,auth_and_perms.views.organizationstructure.add_rol_by_laboratory,src/auth_and_perms/views/organizationstructure.py:317,descarga,,,0,0
auth_and_perms,list_rol_by_org,/perms/organization/manage/rols/list/<int:org_pk>/,auth_and_perms.views.organizationstructure.ListRolByOrganization,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,auth_and_perms/rol_list.html,org_pk,0,1
auth_and_perms,del_rol_by_org,/perms/organization/manage/rols/del/<int:org_pk>/<int:pk>,auth_and_perms.views.organizationstructure.DeleteRolByOrganization,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,auth_and_perms/rol_confirm_delete.html,org_pk|pk,0,1
auth_and_perms,copy_rols,/perms/organization/manage/rols/copy/<int:pk>/,auth_and_perms.views.organizationstructure.copy_rols,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:483,accion,,pk,0,1
auth_and_perms,add_contenttype_to_org,/perms/organization/manage/relorgcont/add/,auth_and_perms.views.organizationstructure.add_contenttype_to_org,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:448,accion,,,0,1
auth_and_perms,api_update_groups_by_profile,/perms/update_groups_by_profile/,auth_and_perms.api.viewsets.UpdateGroupsByProfile,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,1
auth_and_perms,api_organization_buttons,/perms/organization_buttons/,auth_and_perms.api.viewsets.OrganizationButtons,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,1
auth_and_perms,get_roles_by_organization,/perms/get_roles_by_organization/<int:pk>/,auth_and_perms.views.organizationstructure.get_roles_by_organization,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:512,json,,pk,0,0
auth_and_perms,get_org_administrators,/perms/get_org_administrators/<int:pk>/,auth_and_perms.views.organizationstructure.get_org_administrators,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:524,descarga,,pk,0,0
auth_and_perms,manage_org_labs,/perms/api/manage_org_labs/<int:pk>/,auth_and_perms.api.viewsets.ManageOrgLabsAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,pk,0,0
auth_and_perms,update_rol,/perms/update_rol/<int:org_pk>/<int:pk>/,auth_and_perms.views.organizationstructure.update_rol,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:568,accion,,org_pk|pk,0,0
auth_and_perms,get_rol,/perms/get_rol/<int:pk>/,auth_and_perms.views.organizationstructure.get_rol,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:559,json,,pk,0,0
auth_and_perms,api_laboratory_geolocations,/perms/api/laboratory_geolocations/,auth_and_perms.api.viewsets.LaboratoryGeolocationsAPI,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,0
auth_and_perms,get_users,/perms/get_users/,auth_and_perms.views.user_org_creation.get_users,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:243,pagina,auth_and_perms/user_list.html,,0,0
auth_and_perms,lab_org_list,/perms/lab_org_list/,auth_and_perms.views.organizationstructure.get_labs_orgs,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:595,pagina,auth_and_perms/lab_org_list.html,,0,0
auth_and_perms,enable_child_organizations,/perms/enable_child_organizations/,auth_and_perms.views.organizationstructure.enable_child_organizations,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:602,accion,,,0,0
laboratory,api_reservation_delete,/rp/api/reservedProducts/<int:pk>/delete/,laboratory.api.views.ApiReservedProductsCRUD,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,pk,0,1
laboratory,api_reservation_update,/rp/api/reservedProducts/<int:pk>/update/,laboratory.api.views.ApiReservedProductsCRUD,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,pk,0,1
laboratory,api_individual_reservation_create,/r/api/reservation/,laboratory.api.views.ApiReservationCRUD,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:97,api,,,0,1
laboratory,object_reservation,/reserve_object/<int:modelpk>,laboratory.reservation.ShelfObjectReservation,.venv/lib/python3.13/site-packages/django/views/generic/base.py:30,pagina,djreservation/product_form.html,modelpk,0,0
laboratory,get_lab_id,/returnLabId,laboratory.functions.return_laboratory_of_shelf_id,src/laboratory/functions.py:6,json,,,0,0
laboratory,organization_actions,/organization/manage/actions,laboratory.views.organizations.OrganizationActionsFormview,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,descarga,,,0,0
laboratory,delete_organization,/organization/<int:pk>/delete,laboratory.views.organizations.OrganizationDeleteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/organizationstructure_confirm_delete.html,pk,0,1
laboratory,create_organization,/organization/create,laboratory.views.organizations.OrganizationCreateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/organizationstructure_form.html,,0,1
laboratory,update_organization,/organization/<int:pk>/update,laboratory.views.organizations.OrganizationUpdateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/organizationstructure_form.html,pk,0,1
laboratory,profile,/profile/<int:pk>/info,authentication.users.ChangeUser,.venv/lib/python3.13/site-packages/django/views/generic/base.py:34,pagina,auth/change_user.html,pk,0,1
laboratory,password_change,/profile/<int:pk>/password,authentication.users.password_change,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:98,json,,pk,0,1
laboratory,profile_detail,/profile/info/<int:org_pk>/<int:pk>,authentication.users.get_profile,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:86,pagina,laboratory/profile_detail.html,org_pk|pk,0,1
laboratory,logentry_list,/logentry/<int:org_pk>,laboratory.views.logentry.get_logentry_from_organization,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:8,pagina,laboratory/logentry_list.html,org_pk,0,1
laboratory,trash_list,/trash/<int:org_pk>,laboratory.views.trash.get_trash_from_organization,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:8,pagina,laboratory/trash_list.html,org_pk,0,0
laboratory,reports,/reports/<int:org_pk>/,laboratory.views.reports.report_index,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:166,pagina,laboratory/reports/report_index.html,org_pk,1,1
laboratory,my_reservations,/<int:org_pk>/my_reservations/<int:lab_pk>,laboratory.views.my_reservations.MyReservationView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/my_reservations_list.html,org_pk|lab_pk,1,1
laboratory,labindex,/<int:org_pk>/labindex/<int:lab_pk>,laboratory.views.lab_index,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:9,pagina,laboratory/index.html,org_pk|lab_pk,1,1
laboratory,laboratory_update,/<int:org_pk>/laboratory/<int:pk>/edit/,laboratory.views.laboratory.LaboratoryEdit,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/edit.html,org_pk|pk,0,1
laboratory,create_lab,/<int:org_pk>/create_lab/,laboratory.views.laboratory.CreateLaboratoryFormView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/laboratory_create.html,org_pk,1,1
laboratory,mylabs,/<int:org_pk>/my_labs/,laboratory.views.laboratory.LaboratoryListView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/laboratory_list.html,org_pk,1,1
laboratory,inform_index,/inform_manager/<int:org_pk>/index/,laboratory.views.inform_period.get_inform_index,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:61,pagina,informs/index.html,org_pk,0,1
laboratory,add_period_scheduler,/inform_manager/<int:org_pk>/add/,laboratory.views.inform_period.InformSchedulerAdd,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,informs/informscheduler_create.html,org_pk,0,1
laboratory,edit_period_scheduler,/inform_manager/<int:org_pk>/edit/<int:pk>/,laboratory.views.inform_period.InformSchedulerEdit,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,informs/informscheduler_edit.html,org_pk|pk,0,1
laboratory,detail_period_scheduler,/inform_manager/<int:org_pk>/detail/<int:pk>/,laboratory.views.inform_period.InformSchedulerDetail,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,informs/informscheduler_detail.html,org_pk|pk,0,1
laboratory,protocol_list,/lab/<int:org_pk>/<int:lab_pk>/protocols/list,laboratory.protocol.views.protocol_list,.venv/lib/python3.13/site-packages/django/contrib/auth/decorators.py:18,pagina,laboratory/protocol/protocol_list.html,org_pk|lab_pk,1,1
laboratory,protocol_create,/lab/<int:org_pk>/<int:lab_pk>/protocols/create,laboratory.protocol.views.ProtocolCreateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/protocol/create.html,org_pk|lab_pk,0,1
laboratory,protocol_update,/lab/<int:org_pk>/<int:lab_pk>/protocols/update/<int:pk>/,laboratory.protocol.views.ProtocolUpdateView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/protocol/update.html,org_pk|lab_pk|pk,0,1
laboratory,protocol_delete,/lab/<int:org_pk>/<int:lab_pk>/protocols/delete/<int:pk>/,laboratory.protocol.views.ProtocolDeleteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/protocol/delete.html,org_pk|lab_pk|pk,0,1
laboratory,laboratory_delete,/lab/<int:org_pk>/<int:pk>/delete/,laboratory.views.laboratory.LaboratoryDeleteView,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/laboratory_delete.html,org_pk|pk,0,1
laboratory,disposal_substance,/lab/<int:org_pk>/search/disposal/,laboratory.search.SearchDisposalObject,.venv/lib/python3.13/site-packages/django/views/generic/base.py:134,pagina,laboratory/disposal_substance.html,org_pk,0,1
laboratory,api-shelobjectsreactives-list,//<int:org_pk>/<int:lab_pk>/api/reactives/^api_shelobjectsreactives/$,laboratory.api.views.ShelObjectReactiveViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-shelobjectsreactives-list,//<int:org_pk>/<int:lab_pk>/api/reactives/^api_shelobjectsreactives\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.ShelObjectReactiveViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
laboratory,api-shelobjectsreactives-decrease,//<int:org_pk>/<int:lab_pk>/api/reactives/^api_shelobjectsreactives/decrease/$,laboratory.api.views.ShelObjectReactiveViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk,0,0
laboratory,api-shelobjectsreactives-decrease,//<int:org_pk>/<int:lab_pk>/api/reactives/^api_shelobjectsreactives/decrease\.(?P<format>[a-z0-9]+)/?$,laboratory.api.views.ShelObjectReactiveViewset,.venv/lib/python3.13/site-packages/django/views/decorators/csrf.py:491,api,,org_pk|lab_pk|format,0,0
